Location,Price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15
"Gopal Park,Pandit Colony, Nashik",225000,3,1.75,1430,8505,1,1430,0,1968,0,1190,8640
"Mhasoba Nagar, Modkeshwar Nagar,Nashik",210000,2,1,830,6000,1,830,0,1940,0,830,4960
"Kalpataru Apartment, Kathemala Colony, Uttara Nagar,Nashik",455000,2,1,1430,5000,1.5,1430,0,1925,0,1450,3750
"YASHLAXMI NABHAGAN,Ganpati Nagar, Anandwalli Gaon,Nashik",225000,3,1,1300,8316,1,1300,0,1954,0,1260,8316
"Mukund Apatment,General Vaidya Nagar, Nashik",480000,2,1,1030,3060,1,790,240,1918,0,1390,3060
"Prasad Park ,Ojhar, Nashik",363000,3,2.5,2740,11872,2,2740,0,1990,0,2570,10377
"Haribagayuay society ,Mhasrul Gaon, Nashik",2400000,4,2.5,3650,8354,1,1830,1820,2000,0,3120,18841
"Jai balaji residency,Ashoknagar, Satpur,Nashik",181000,2,1.5,720,5120,1,720,0,1954,0,1150,2566
"Pritam apartment,Mhasoba Nagar, Modkeshwar Nagar,Nashik",250000,4,2,2010,7312,1,2010,0,1976,0,2010,7650
"Chetana Nagar, Rane Nagar,Nashik",481000,3,1.75,1560,3000,1,770,790,1918,0,1390,3000
"YASHLAXMI NABHAGAN,Ganpati Nagar, Anandwalli Gaon,Nashik",260000,3,2,1810,7209,1,1240,570,1978,0,1750,7209
"Shri Ram Nagar, Nashik",455000,4,2.5,3360,7685,2,3360,0,2001,0,3060,6567
"Sai Residency, Samarth Nagar, Makhmalabad,Nashik",415000,3,2.25,1510,36224,2,1510,0,1991,0,1730,36224
"Samrat dream avenue,Nashik Road, Nashik",349500,3,1,1400,3538,1,800,600,1953,0,1620,6331
"YEASLAXMI NABHAGAN,Ganpati Nagar, Anandwalli Gaon,Nashik",245000,3,2.5,1730,7442,2,1730,0,1987,0,1630,6458
"Kishor Nagar, Nashik",592500,2,2,1420,9191,1.5,1420,0,1928,0,1420,6816
"Sai Residency, Samarth Nagar, Makhmalabad,Nashik",385000,4,1.75,2360,7620,1,1180,1180,1955,0,1910,7620
"Sai Residency, Samarth Nagar, Makhmalabad,Nashik",315000,3,1.75,1580,11455,1,1200,380,1974,0,1550,10650
"Kalash appartment,Vrindavan Nagar, Nashik",255000,3,1,1230,10170,1,1230,0,1979,0,1380,10098
"Damodar Nagar, Pathardi Phata,Nashik",693000,4,2.5,2460,4425,2,2460,0,2006,0,2990,5659
"Dnyaneshwar Nagar, Pathardi Phata,Nashik",780000,3,1,1660,4400,1.5,1460,200,1911,0,1660,4400
"Shri Janaki Apartment,Balawant Nagar, Anandwalli Gaon,Nashik",237000,3,1.75,1270,8470,1,1270,0,1960,0,1600,8470
"Yash appartment Samarth nagar Mahatma nagar,Mahatma Nagar, Parijat Nagar,Nashik",525000,3,2.25,2100,40510,2,1320,780,1979,0,2380,33450
"Karda Hari Anand Soc Makhmalabad,Makhmalabad, Nashik",425000,2,1,770,5040,1,770,0,1930,0,1330,2580
"SAI KIRAN APPARTMENT JAIBHAVANI ROAD,Deolali Gaon, Nashik",369900,1,0.75,760,10079,1,760,0,1936,0,1230,14267
"Prabudha Nagar, Satpur,Nashik",290000,4,2.5,1700,7280,2,1700,0,1988,0,1950,7475
"Gandhi Nagar Airport Area, Deolali Gaon,Nashik",285000,3,1,1120,10701,1,1120,0,1954,0,1130,6350
"Damodar Nagar, Pathardi Phata,Nashik",415000,2,1,1070,4500,1,1070,0,1937,0,1320,4465
"Kathemala Colony, Uttara Nagar,Nashik",272500,3,2.5,2070,9900,1,1420,650,1979,0,2070,8250
"Madhoor Mangal Avenue Phase 1,Mahatma Nagar, Parijat Nagar,Nashik",2900000,4,3.25,5050,20100,1.5,4750,300,1982,2008,3890,20060
"Darshil park satpur,MIDC, Satpur,Nashik",1370000,4,4.75,5310,57346,2,5310,0,1989,0,4180,47443
"Parksyde Homes Phase 4A, Hanuman Nagar, Nashik",436000,2,1,1040,7538,1,1040,0,1939,0,1440,7530
"Oza consruction,Nashik Road, Nashik",210000,3,1,1700,11390,1,1700,0,1967,0,1350,8164
"Laxmi Darshan Apartment,Kishor Nagar, Nashik",236000,3,1,1300,5898,1,1300,0,1961,0,1320,7619
"Krishna Nagar, Nashik",331000,3,1.75,1080,1306,1,580,500,1954,2003,1440,2225
"Gandhi Nagar Airport Area, Deolali Gaon,Nashik",365000,3,2.5,2653,4510,2,2653,0,2006,0,2653,4927
"Nashik Road, Nashik",450000,3,2,2290,16258,1,2290,0,1960,0,1660,10530
"Damodar Nagar, Pathardi Phata,Nashik",770000,4,2.75,3820,26300,2,2850,970,2014,0,1860,12136
"Prabudha Nagar, Satpur,Nashik",455000,4,2.5,2210,49375,1,2210,0,1997,0,2670,49385
"Vaiduwadi, Nashik",405000,3,1.75,2390,6000,1,1240,1150,1908,0,2020,6000
"Professor Colony, Nashik",304900,4,1.75,2600,11325,1,1610,990,1969,0,1720,11088
"Gandhi Nagar Airport Area, Deolali Gaon,Nashik",170000,2,1,860,5265,1,860,0,1931,0,1650,8775
"Pimpalgaon Baswant, Nashik",2050000,5,3,3830,8480,2,2630,1200,1905,1994,3050,7556
"KULSWAMINI APRT,Prabhat Colony, Nashik",780000,4,2.5,3500,7048,2,3500,0,2005,0,3920,7864
"Gandhi Nagar Airport Area, Deolali Gaon,Nashik",330000,3,3,2420,13959,1,1740,680,1988,0,2570,13300
"Damodar Nagar, Pathardi Phata,Nashik",370000,4,2.5,2720,8666,2,2720,0,1992,0,2410,8100
"Gandhi Nagar Airport Area, Nashik Road,Nashik",467000,5,2.25,2500,13500,1,1850,650,1979,0,2300,9750
"Muktidham ,Gandhi Nagar Airport Area, Deolali Gaon,Nashik",405000,3,1.75,1670,6720,1,1140,530,1980,0,1670,7320
"Shri Umiya Darshan Aparment,Takle Nagar, Krishna Nagar,Nashik",675000,5,2.25,2900,10300,1,1450,1450,1985,0,2310,10300
"Damodar Nagar, Pathardi Phata,Nashik",500000,2,1,1640,14100,1,1140,500,1954,0,1520,13527
"Sreeji Annex,Damodar Nagar, Pathardi Phata,Nashik",389999,4,2.5,1890,15770,2,1890,0,1968,0,2410,15256
"Wadala Gaon, Nashik",630000,4,1.75,2950,9025,1,1780,1170,1975,0,2120,9600
"Professor Colony, Nashik",360000,4,2.5,2160,9528,2,2160,0,1992,0,2280,9937
"Nashik Road, Nashik",580000,4,3,3280,11060,2,2270,1010,1986,0,2320,11004
"Nashik Road, Nashik",550000,3,2,1970,4166,2,1270,700,1929,0,2390,4166
"Damodar Nagar, Pathardi Phata,Nashik",879000,4,2.5,3360,22111,2,3360,0,1994,0,3150,11374
"Damodar Nagar, Pathardi Phata,Nashik",265000,3,2,1320,8959,1,1320,0,1993,0,1740,7316
"Anuj Housing Society ,Chetana Nagar, Rane Nagar,Nashik",446500,3,2.5,2650,7286,2,2650,0,1990,0,2400,7220
"Damodar Nagar, Pathardi Phata,Nashik",404000,3,1.5,2030,8880,1,1330,700,1963,0,2140,5592
"Gangapur, Nashik",267500,3,1.75,1590,11914,1,1090,500,1957,0,1630,9052
"Prabudha Nagar, Satpur,Nashik",3080000,4,5,4550,18641,1,2600,1950,2002,0,4550,19508
"Shanti Prasad Cooperative Society, Nashik Road, Nashik",335000,3,2.5,2440,7632,2,2440,0,1998,0,2510,7903
"Shanti Prasad Cooperative Society, Nashik Road, Nashik",576000,3,2.5,1940,9000,1,970,970,1948,0,2190,7310
"Makhmalabad, Nashik",208633,3,2.5,2040,3810,2,2040,0,2006,0,2370,4590
"Vaiduwadi, Nashik",315000,3,2.25,2200,8750,1,1120,1080,1964,0,1460,10139
"Panchavati, Nashik",725000,3,1.75,1920,3300,1,960,960,1913,0,1740,4000
"Kala Nagar, Indira Nagar,Nashik",550000,4,2.75,1800,7750,1,1400,400,1965,0,1800,8275
"Balawant Nagar, Anandwalli Gaon,Nashik",610750,4,2.25,2180,7297,2,2180,0,1984,0,2250,9781
"Damodar Nagar, Pathardi Phata,Nashik",550700,2,1,1010,5000,1.5,1010,0,1908,0,1460,5000
"Konark Nagar, Nashik",665000,4,2.75,3320,10574,2,2220,1100,1960,0,2720,8330
"VIGHNAHARTA APT,Anand Vihar Colony, Veer Sawarkar Nagar,Nashik",834000,4,2.5,2370,4000,1.5,1980,390,1928,0,2440,5750
"Samta Nagar, Nashik",201000,5,1.75,1660,78408,1.5,1660,0,1915,0,1660,78408
"Krushna Apartment,Gayakhe Colony, Nashik Road,Nashik",2380000,5,2.5,3650,9050,2,3370,280,1921,0,2880,5400
"Panchawati, Hirawadi,Nashik",1380000,4,3.25,4290,12103,1,2690,1600,1997,0,3860,11244
"Yashodhan Apartment, Panchavati, Nashik",1400000,4,3.25,4290,12103,1,2690,1600,1997,0,3860,11244
"Sai Anand Tower,Panchavati, Nashik",305000,4,2.25,1950,7700,1,1350,600,1979,0,2150,7350
"Madhukumbh society,Amrutdham, Nashik",487000,3,2,2590,14052,1,1720,870,1948,0,1570,8162
"Rutuja apartment Behind om nagar,Nashik Road, Nashik",390000,3,2.5,1930,64904,1,1930,0,1988,0,2350,57500
"Nashik Road, Nashik",548000,2,1,1470,3864,1,1170,300,1916,0,1570,3864
"Sai ganraj apt ,Dhurav Nagar, Satpur,Nashik",268750,4,1,800,8775,1,800,0,1943,0,1310,8775
"Godavari chambers,Takle Nagar, Krishna Nagar,Nashik",819900,5,2.75,3150,7119,2,3150,0,2013,0,1560,8384
"Not Available,Panchavati, Nashik",520000,3,2.25,2030,16200,2,2030,0,1984,0,2660,17958
"Parijat Nagar, Nashik",230000,3,2,1450,11204,1,1450,0,2003,0,1520,9518
"Sinnar Taluka, Nashik",240000,3,1.75,1510,10248,1,1510,0,1969,0,1510,9753
"Vithhal park,Laxman Nagar, Nashik Road,Nashik",232000,2,1,1240,12092,1,960,280,1922,1984,1820,7460
"Madhuban Apartment, Balawant Nagar, Anandwalli Gaon,Nashik",240500,2,1,1240,12092,1,960,280,1922,1984,1820,7460
"Samta Nagar, Nashik",274975,3,2.5,3030,45004,2,3030,0,1987,0,3080,35781
"Panchavati, Nashik",740000,4,2,2050,4400,1.5,2050,0,1922,0,2320,5500
"Gulshan Colony, Nashik",186375,3,1,1000,7636,1,1000,0,1952,0,1150,7600
"Hirawadi, Nashik",790000,3,2.25,2370,10289,1,1590,780,1977,0,2500,10004
"Lotus Residency ,Adgaon, Nashik",880000,4,3.5,2800,6750,2,1890,910,1951,2002,2370,6120
"Parksyde Homes, Hanuman Nagar, Nashik",279000,6,1.75,2240,11180,2,2240,0,1955,0,1590,7955
"Sejal Glory,Panchavati, Nashik",295000,3,2,1810,10530,1,1810,0,1991,0,1910,10450
"Lavkush ,Vijaynagar Colony, Nashik",640000,2,1,1070,5000,1,1070,0,1924,0,1710,5000
"College Road, Nashik",940000,4,2,2490,9525,2,2490,0,1968,0,2770,9525
"Shree Laxmi Narayan apprment,Kishor Nagar, Nashik",260000,4,2.5,1960,5238,2,1960,0,2003,0,1800,5894
"PARTH SOCIETY,Nashik Road, Nashik",559900,3,2.75,2930,5569,1,1860,1070,2004,0,2580,11045
"Divesh Apartent,Srinivas Colony, Uttara Nagar,Nashik",791500,4,2,1510,3500,1.5,1510,0,1911,0,1820,3750
"Godavari Heritage,Uttara Nagar, Nashik",265000,3,1.75,1420,8250,1,1420,0,1954,0,1740,8000
"Shramik Nagar, Nashik",245000,3,1.75,1740,11547,1,1740,0,1954,0,880,78408
"Nirman Ashiyana Apartment,Dwarka, Nashik",485000,4,1.75,2560,43995,2,2560,0,1962,0,2560,14764
"Mankameshwar residency ,Panchawati, Hirawadi,Nashik",684000,4,3.5,3040,8414,2,2420,620,2010,0,3470,8066
"Datar Apartment,Raviwar Karanja, Panchavati,Nashik",425000,3,1.75,2500,6840,1,1300,1200,1957,0,1580,8691
"Dhanlaxmi Apartment, Ganesh Baba Nagar, Nashik",309600,4,1.75,1275,20000,1,1275,0,1991,0,1660,20000
"Shanker Nagar, Veer Sawarkar Nagar,Nashik",552250,4,2.5,2580,5823,2,2580,0,2002,0,2380,5823
"Datar Apartment,Shalimar, Nashik",165000,4,1,1000,7134,1,1000,0,1943,0,1020,7138
"Ashoknagar, Satpur,Nashik",239900,4,1,1000,7134,1,1000,0,1943,0,1020,7138
"Satpur Colony,Prabudha Nagar, Satpur,Nashik",320000,2,1,1070,32633,1,1070,0,1930,0,1360,32156
"Ganesh Signifia,Indira Nagar, Nashik",206600,3,2,1390,13464,1,1390,0,1987,0,1720,12080
"Tirthraj Apartment,Radha Vasudev Batavia Nagar, Govind Nagar,Nashik",387000,4,1.75,2500,7690,1,1250,1250,1973,0,2040,8646
"shriram shilpa B2,Panchavati, Nashik",299000,1,0.75,560,12120,1,560,0,1967,0,1300,19207
"chief prmoter shree nandana apt ro,Ashoknagar, Satpur,Nashik",855000,4,2.75,2270,10460,2,2270,0,1965,0,2610,10180
"Teerthraj Apartments,Renuka Nagar, Nashik",315000,3,1,1900,14400,1,1300,600,1954,0,1940,14400
"Jejurkar Wadi, Sharanpur,Nashik",437500,2,1,990,3120,1,790,200,1907,0,1930,3120
"GajananNagar, Mahajan Nagar,Nashik",252000,4,1.5,1550,19800,1,1050,500,1969,0,1640,22654
"Shanti Mangal Apartment,Kamod Nagar, Indira Nagar,Nashik",375000,4,1.75,2200,7475,1,1100,1100,1955,0,1600,5766
"Gaurav Shanti,Uttam Nagar, Nashik",300000,4,2.5,1910,4862,2,1910,0,2005,0,2010,5091
"Kamal nagar bldg no 2nd flat no 2nd flat no 2nd flat no 6,Pandav Nagari, Pathardi Phata,Nashik",420000,4,1,1750,9600,1.5,1750,0,1954,0,1750,10530
"Green peace apartment,DattaMandir, Nashik Road,Nashik",900000,3,1,1330,77972,1,1330,0,1928,1954,1340,17689
"ashirwad park,Gangapur, Nashik",679900,3,2.5,2440,5750,2,1980,460,2000,0,1520,5750
"Vrindavan Gardens,Shramik Nagar, Nashik",463000,3,2.5,1640,29970,2,1640,0,1992,0,1580,28399
"Shree darshan apartment,Indira Nagar, Nashik",380000,5,2.5,2760,11340,2,2760,0,1978,0,2470,11340
"Gangapur, Nashik",329500,4,2.5,1820,7912,2,1820,0,1994,0,1820,8168
"Suprabhat Apartment, Jejurkar Wadi, Sharanpur,Nashik",604950,3,2.5,2110,5608,1,1340,770,2013,0,2040,9363
"RTO Colony, Uttara Nagar,Nashik",795000,5,2.5,3040,9570,1,1640,1400,1966,0,2920,8800
"Panchavati, Nashik",465000,3,2,1840,40438,2,1840,0,1994,0,1380,44049
"MIDC, Satpur,Nashik",673000,4,2.5,2990,10400,2,2990,0,2002,0,2140,17449
"Sakharam 1,Vijaynagar Colony, Nashik",810000,4,2.5,3520,15420,2,3520,0,1991,0,3400,21455
"Panchavati, Nashik",785000,4,2.75,2440,69415,1,1910,530,1989,0,2770,24361
"Ashirwad Park,Gangapur, Nashik",338000,4,3,2090,7500,1,1370,720,1986,0,1810,7650
"Ninad Housings Society,Raviwar Karanja, Panchavati,Nashik",280000,3,2.25,1430,7222,2,1430,0,1993,0,1430,7220
"Ninad Housing Society,Raviwar Karanja, Panchavati,Nashik",315000,4,2.25,2180,10754,1,1100,1080,1954,0,1810,6929
"Vishwanath apartment,Swami Samarth Nagar, Nashik Road,Nashik",530000,4,2.25,2180,10754,1,1100,1080,1954,0,1810,6929
"SwasSwastik,Pramod Nagar, Nashik",380000,5,3,3450,9914,2,3450,0,2004,0,2860,9721
"Panchavati, Nashik",297000,3,2.25,1450,7562,2,1450,0,1994,0,1650,7625
"Vasant Vihar Apartment ,Balawant Nagar, Anandwalli Gaon,Nashik",730000,4,2.5,3230,7331,2,3230,0,2004,0,3480,7447
"Metadesign MBLU, Viveka Nand Nagar, Anandwalli Gaon,Nashik",450000,3,1.75,1640,13500,1,1110,530,1940,0,1770,12600
"Krishna Nagar, Nashik",275000,3,3,1590,7750,1,1060,530,1997,0,1680,7500
"Pooja park Apartment,Koknipura, Nashik",595000,4,2,2020,2849,2,2020,0,1960,0,1910,3120
"Tushar appartment,Pokar Colony, Vaiduwadi,Nashik",435000,3,1.5,1300,3348,1.5,1300,0,1904,2014,1590,2577
"Tushar appartment ,Pokar Colony, Vaiduwadi,Nashik",270000,2,1.5,1380,209959,1,1380,0,1954,0,3130,19868
"Ekdant Nagar, Nashik",950000,3,3,4040,14338,2,3030,1010,1986,0,3360,14142
"CIDCO, Ashwin Nagar, Nashik",389000,4,2.25,2130,5337,2,2130,0,2001,0,2300,6930
"Panchak, Nashik",560000,4,2.25,2550,7800,1,1580,970,1968,0,2420,8050
"Nakshatra Apartment, Vrindavan Nagar, Nashik",1350000,5,3.5,4800,14984,2,3480,1320,1998,0,4050,19009
"Rishikesh Plaza Apt,Indira Nagar, Nashik",799000,4,2.25,2510,11585,2,2510,0,1969,0,2450,9691
"Madhushri Apartment ,D'souza Colony, Nashik",365500,3,2,1410,9600,1,1410,0,1983,0,1410,9600
"Amarjyot Apartment,Anand Nagar, Nashik Road,Nashik",252350,3,2,1650,7352,1,1160,490,1979,0,1710,7350
"Bhagwant Nagar, Dr.Homi Bhabha Nagar,Nashik",403950,4,2.5,2120,13780,2,2120,0,1993,0,1880,12000
"Sanghvi Nakshatra,Vaiduwadi, Nashik",385000,4,1.5,2040,10726,1,1380,660,1954,0,1610,10020
"Mahavir society rohininagar pethroad panchvati nashik 3,Panchavati, Nashik",345000,4,1,1550,7620,1.5,1550,0,1957,0,1450,7620
"Vinit Society ,Nashik Road, Nashik",490000,3,2.75,1980,3128,2,1980,0,1979,0,1950,2856
"Ganpati Nagar, Anandwalli Gaon,Nashik",330000,3,2.5,1600,26977,2,1600,0,2005,0,1790,27743
"nilkenth b,Talathi Colony, Nashik",927000,4,2.75,3300,12090,2,3300,0,1953,0,3180,12239
"Samta Nagar, Nashik",1120000,4,2.5,3840,16619,2,3840,0,1983,0,3600,16553
"Le Regalia Phase I Bldg C And D,Bhor Town Ship, Nashik",330000,2,1,1220,10000,1,1220,0,1950,0,2000,9600
"Ambad Village, Nashik",530000,5,2.25,2720,8800,1,1500,1220,1958,0,2110,8800
"Siemens Colony, Rane Nagar,Nashik",365000,4,2,1940,25600,1,1940,0,1962,0,2000,10071
"ARJUN GRUHAB NIRMAN SOCITY,Kala Nagar, Indira Nagar,Nashik",378750,3,2.5,2160,3000,1.5,1260,900,1909,2011,1060,3500
"Mahajan Nagar, Nashik",269900,4,1.75,1530,8750,1.5,1530,0,1968,0,1390,8750
"Samrat chandragupta maurya Hsg Society,Konark Nagar, Nashik",557000,3,3.5,1710,2096,2,1290,420,2008,0,1630,1543
"Nashik Road, Nashik",360000,4,1.75,3730,16980,1,2150,1580,1974,0,1880,16963
"Abhiyanta Nagar, Nashik",352000,2,1,940,5000,1,940,0,1937,0,1560,4500
"Ashok Residency, Shramik Nagar, Nashik",437000,3,2.5,1750,22357,2,1750,0,1994,0,2430,22357
"Panchavati, Nashik",322500,4,2.5,1820,6753,2,1820,0,1994,0,1820,7107
"Saraf Bazar, Panchavati,Nashik",650000,3,3.25,1510,2000,2,1330,180,2001,0,1510,1352
"Mankameshwar residency ,Panchawati, Hirawadi,Nashik",450000,3,2,1290,1213,3,1290,0,2001,0,1290,3235
"RTO Colony, Uttara Nagar,Nashik",278500,3,2,1570,5250,1,1570,0,1998,0,1570,5250
"Tirupati Apartment, Dwarka, Nashik",364950,4,2.5,1930,6957,2,1930,0,1995,0,2090,6996
"green vally,Trimbak, Nashik",840000,4,3.5,2840,40139,1,2840,0,1986,0,3180,36852
"Kausalya Nagar, Ram Wadi,Nashik",268000,3,2.5,1550,8134,2,1550,0,1991,0,1550,8134
"Ashwin Nagar, Nashik",517534,2,1,833,143947,1,833,0,2006,0,1380,143947
"Panchavati, Nashik",632925,3,2.5,2990,32239,2,2990,0,1978,0,2990,36497
"Chetana Nagar, Rane Nagar,Nashik",577500,3,2.5,2000,7251,2,2000,0,1995,0,2450,8118
"Durganagar, Nashik",339000,4,1.5,2390,7480,1.5,2390,0,1920,0,2850,6867
"Adhav Nagar, Nashik Road,Nashik",570000,3,1.75,2910,37461,1,1530,1380,1967,0,2520,18295
"Parijat Nagar, Nashik",563500,4,1.75,2085,174240,1,1610,475,1964,0,2690,174240
"Ravindra Shreeji Annex, Damodar Nagar, Pathardi Phata,Nashik",423000,4,2.25,2200,9351,1,1290,910,1962,0,1910,8660
"Vaibhavlaxmi, Radha Vasudev Batavia Nagar, Govind Nagar,Nashik",355000,3,2.25,1860,5028,2,1860,0,2012,0,2320,5465
"Goreram lane ,Raviwar Karanja, Panchavati,Nashik",1550000,5,4.25,6070,171626,2,6070,0,1999,0,4680,211267
"Panchavati, Nashik",482000,2,1,950,3960,1,950,0,1941,0,1320,4050
"Kala Nagar, Indira Nagar,Nashik",625000,3,1.75,1600,9135,1,1600,0,1955,0,1580,9800
"College Road, Nashik",538000,3,2.5,2250,11632,2,2250,0,1988,0,2360,11632
"New Jay Ambe Lotus Park, Kalpataru Nagar, Nashik",380000,3,2.5,2280,10255,2,2280,0,1985,0,2310,10094
"Kala Nagar, Indira Nagar,Nashik",375000,2,1,940,5120,1,940,0,1909,0,1300,5120
"Damodar Nagar, Pathardi Phata,Nashik",245000,3,2.5,1530,8500,1,1030,500,1996,0,1850,8140
"Hanuman Nagar, Nashik",310000,5,1.75,2190,27260,1,2190,0,1947,1974,1620,39480
"Cidco, Nashik",1300000,3,2,2350,15021,1,1770,580,1976,0,3530,15715
"Gangapur, Nashik",397000,4,2,1440,7680,1,1200,240,1971,0,1460,9660
"Nirman Vrindavan Gardens Phase 3, Shramik Nagar, Nashik",365000,3,2.5,2200,4052,2,2200,0,2005,0,2310,5082
"gangapur road,Manik Nagar, Nashik",328500,4,3,2290,8250,2,2290,0,1990,0,2290,8250
"Govinda Radha Residency, Pathardi Gaon, Pathardi Phata,Nashik",988000,4,3,4040,19700,2,4040,0,1987,0,3930,21887
"Vitthal park gangapur road,Raviwar Karanja, Panchavati,Nashik",1000000,4,2.5,2610,3277,1.5,1920,690,1922,0,1810,3277
"Serene Meadows, Anandwalli Gaon,Nashik",237000,3,2.5,1490,2138,2,1490,0,2005,0,1490,2094
"New Pandit Colony, Nashik",525000,4,2.5,2450,5280,2,2450,0,2003,0,2300,4674
"Canada Corner, Nashik",749000,4,2.5,1710,9627,1,1440,270,1976,2014,2140,9131
"Sai Purti,RTO Colony, Uttara Nagar,Nashik",722500,5,2.5,4870,11800,2,3470,1400,1983,0,3180,11398
"Prabudha Nagar, Satpur,Nashik",843000,3,2.5,3130,8750,2,3130,0,1991,0,2860,9003
"Durga Nagar, Sneha Nagar,Nashik",438000,2,2,1270,1372,3,1270,0,2000,0,1610,3090
"Radhika Buildcon,Ashwin Nagar, Nashik",578000,3,1.75,2120,10875,1,1540,580,1977,0,2460,11760
"Antariksha Apartment, Ramkrishna Nagar, Sanjeev Nagar,Nashik",227950,3,1.5,1670,8230,1,1670,0,1954,0,2077,4910
"Ahimanyu co operative HSG sociey,Pandav Nagari, Pathardi Phata,Nashik",196000,3,2.25,2070,11576,2,2070,0,1974,0,1890,7519
"Saptashrungi apartment krisha nagar,Krishna Nagar, Nashik",641000,2,1,1420,5332,1,1070,350,1953,0,2400,5406
"Kala Nagar, Indira Nagar,Nashik",350000,3,1.5,1250,219978,1,1250,0,1980,0,1930,210394
"Panchavati, Nashik",205000,3,1,940,7980,1,940,0,1960,0,1150,8050
"Damodar Nagar, Pathardi Phata,Nashik",400000,3,1.75,1920,9102,1,1920,0,1968,0,1920,9760
"arham classic,Damodar Nagar, Pathardi Phata,Nashik",1030000,3,2.5,3545,9816,1,2610,935,2005,0,3630,7704
"Hari Vishwa,Damodar Nagar, Pathardi Phata,Nashik",505000,3,2,1260,5460,1,1260,0,1972,0,1510,5460
"Kishor Nagar, Nashik",475000,5,2.5,2340,7200,1,1300,1040,1975,0,1930,7221
"Mahajan Nagar, Nashik",520000,3,2.25,2590,9263,1,1440,1150,1977,0,2580,9450
"Mahajan Nagar, Nashik",1450000,3,4.5,3970,24920,2,3260,710,1977,1999,2610,13838
"Panchavati, Nashik",333500,3,1.75,1220,9732,1,1220,0,1965,0,1630,10007
"Uttam Nagar, Nashik",232000,3,1,1400,10403,1,1400,0,1976,0,1230,10209
"Ravi Amrapali Towers, Ganesh Baba Nagar, Nashik",691100,3,2.75,2360,16117,1,1710,650,1983,0,2120,16117
"Panchavati, Nashik",811000,3,1.75,1870,9897,1,1870,0,1960,0,1900,10005
"Shri ganapati sankul,Raviwar Karanja, Panchavati,Nashik",551000,3,2.5,2830,5802,2,2830,0,2001,0,2500,5788
"Shri ganapati sankul,Raviwar Karanja, Panchavati,Nashik",496500,3,2.5,2260,3640,2,2260,0,1994,0,2350,3710
"Shivmudra Appartment No 4,Durga Nagar, Sneha Nagar,Nashik",705000,3,3,1970,20978,2,1770,200,1980,0,2280,75396
"Vasantdadanagar, Adgaon,Nashik",578000,4,2.5,3140,9225,1,1770,1370,1966,0,2460,9600
"Shree Gajanan Park,Nashik Road, Nashik",255000,3,1.75,1240,8659,1,1240,0,1986,0,1490,8223
"Ganga Sagar Apartment,Sneha Nagar, Nashik",1050000,4,3.5,3450,7832,2,3450,0,2007,0,3220,8567
"Konark Nagar, Nashik",348000,3,2.25,2570,8491,2,2570,0,1989,0,2400,8049
"Orbit Residency,Balawant Nagar, Anandwalli Gaon,Nashik",230000,3,2,1510,3413,2,1510,0,1985,0,1570,3777
"Damodar Nagar, Pathardi Phata,Nashik",359500,4,2.25,2390,11250,2,2390,0,1988,0,2480,11250
"sai palace, Konark Nagar, Nashik",330000,3,1,980,7000,1,980,0,1953,0,1220,7000
"Raviwar Karanja, Panchavati,Nashik",80000,1,0.75,430,5050,1,430,0,1912,0,1200,7500
"Damodar Nagar, Pathardi Phata,Nashik",465000,3,1.75,1480,6360,1,1480,0,1954,0,1480,6360
"Kala Nagar, Indira Nagar,Nashik",325000,4,2.5,1850,7324,2,1850,0,1997,0,2100,7329
"Chinchore Sukrut Apartment, Mhasrul Gaon, Nashik",340500,3,2,2270,28025,1,1920,350,1947,0,1770,14833
"Ashoknagar, Satpur,Nashik",342500,3,2.5,1810,5192,2,1810,0,1993,0,1810,6200
"Raviwar Karanja, Panchavati,Nashik",290900,2,2,1610,17600,2,1610,0,1930,1983,1310,12950
"Prashant Nagar, Pathardi Phata,Nashik",868700,3,4.25,3840,6161,2,3840,0,2000,0,3230,7709
"Ashwin Nagar, Nashik",1200000,4,2.75,4110,8400,2,3130,980,1928,2013,2820,8400
"Renuka Nagar, Nashik",1150000,4,3.25,4190,10259,2,3150,1040,2000,0,4300,11919
"Upavan,Panchavati, Nashik",859900,4,2.75,3390,6298,2,3390,0,2011,0,3390,7111
"Lavkush apt,Panchavati, Nashik",520000,4,2.25,1890,3006,2,1890,0,2003,0,1580,3000
"DJ park,Jejurkar Wadi, Sharanpur,Nashik",460000,3,2.5,1610,2527,2,1080,530,2005,0,1610,4173
"Kishor Nagar, Nashik",438924,3,1.5,1050,4590,1,850,200,1949,0,1770,5400
"Viveka Nand Nagar, Anandwalli Gaon,Nashik",315000,2,1,630,6550,1,630,0,1918,0,1420,6550
"Shrilekha Appartment,Chetana Nagar, Rane Nagar,Nashik",590000,4,2.75,2910,10650,1,1780,1130,1975,0,2920,10988
"Sitaram Chambers Near State Bank,Panchavati, Nashik",378500,4,1.75,1700,8640,1,850,850,1955,0,1620,9000
"Vrindavan Nagar, Nashik",328500,3,2.5,1950,8130,2,1950,0,1990,0,2350,7691
"Damodar Nagar, Pathardi Phata,Nashik",849950,3,3,2990,9773,2,2990,0,1973,0,2230,11553
"Panchavati, Nashik",525000,3,1.5,1350,6000,1,900,450,1950,0,1730,6012
